,License Type,License Creation Date,Business Name,Address Building,Address Street Name,Address ZIP,Census Tract,Longitude,Latitude,Location
1267,Business,2015-04-01,2850 BROADWAY REST ASSOCIATES LLC,2850,BROADWAY,10025,36061019900,-73.96637117,40.80460198,"(40.80460197862121, -73.96637116676055)"
1268,Business,2015-03-13,2911 BROADWAY B AND S CORP.,2911,BROADWAY,10025,36061019900,-73.96504816,40.80645153,"(40.806451529566786, -73.96504815972594)"
1269,Business,2014-05-08,CROISSANT CONSORTIUM LIMITED,1030,AMSTERDAM AVE,10025,36061019900,-73.96351098,40.80347852,"(40.80347851608659, -73.96351098377502)"
1270,Business,2013-04-29,EFTIHIA REST INC.,2880,BROADWAY,10025,36061019900,-73.96572052,40.80549657,"(40.8054965673157, -73.96572052449119)"
1271,Business,2013-04-29,"FGNY 2847 BROADWAY, LLC",2847,BROADWAY,10025,36061019900,-73.96650128,40.8044538,"(40.80445380134408, -73.96650127764481)"
1272,Business,2010-03-10,"ACUMEN GMAT, LLC",2905,BROADWAY,10025,36061019900,-73.96516745,40.80628963,"(40.806289626933186, -73.9651674477182)"
1273,Business,2009-04-20,2896 BROADWAY FOOD SERVICE INC.,2893,BROADWAY,10025,36061019900,-73.96544940000003,40.80590545,"(40.80590545035143, -73.96544939962472)"
1274,Business,2008-03-26,2888 BROADWAY LLC,2888,BROADWAY,10025,36061019900,-73.96556148,40.80571610000001,"(40.8057160978883, -73.96556147550119)"
1275,Business,2007-08-10,ARTOPOLIS CAFE LTD.,1090,AMSTERDAM AVE,10025,36061019900,-73.96223132,40.80522649,"(40.80522649394652, -73.96223132312306)"
1276,Business,2007-03-01,MILL KOREAN RESTAURANT INC.,2895,BROADWAY,10025,36061019900,-73.96541687,40.80594936,"(40.80594935618969, -73.96541686709794)"
1277,Business,2006-05-02,"HAVANA CENTRAL NY 3, LLC",2911,BROADWAY,10025,36061019900,-73.96504816,40.80645153,"(40.806451529566786, -73.96504815972594)"
1278,Business,2006-01-25,"DELUXE ON BROADWAY, INC.",2896,BROADWAY,10025,36061019900,-73.96537351,40.80597405,"(40.80597404569532, -73.96537350793922)"
1279,Business,2005-02-16,2898 BAGEL & BAKERY CORP.,2897,BROADWAY,10025,36061019900,-73.96538433,40.80599326,"(40.80599326201851, -73.96538433452824)"
1280,Business,2005-02-11,"112 FRENCH, INC.",2883,BROADWAY,10025,36061019900,-73.96568436,40.80557615,"(40.80557615357413, -73.96568436177738)"
1281,Business,2005-02-10,"V & T RESTAURANT, INC.",1024,AMSTERDAM AVE,10025,36061019900,-73.9636122,40.80333582,"(40.803335822343925, -73.96361219942801)"
1282,Business,2005-01-11,STROKOS GOURMET DELI INC,1090,AMSTERDAM AVE,10025,36061019900,-73.96223132,40.80522649,"(40.80522649394652, -73.96223132312306)"
1283,Business,2018-07-18,CARIBBEAN STARR INC,280,LENOX AVE,10027,36061020000,-73.94589556,40.80719344,"(40.80719344165559, -73.94589556445212)"
1284,Business,2017-09-14,LENOX SAPHIRE LLC,308,LENOX AVE,10027,36061020000,-73.94523016,40.80810438,"(40.808104375862115, -73.9452301588803)"
1285,Business,2017-06-30,BARAWINE LLC,27,W 120TH ST,10027,36061020000,-73.94666383,40.80411147,"(40.804111473502495, -73.94666383341745)"
1286,Business,2016-07-05,BRUNO IN HARLEM INC.,196,LENOX AVE,10026,36061020000,-73.94790614,40.80444141,"(40.804441408651954, -73.94790613537198)"
1287,Business,2013-04-08,BARAWINE LLC,27,W 120TH ST,10027,36061020000,-73.94666383,40.80411147,"(40.804111473502495, -73.94666383341745)"
1288,Business,2011-03-18,RED ROOSTER HARLEM LLC,310,MALCOLM X BLVD,10027,36061020000,-73.94518676,40.80816474,"(40.80816473916284, -73.94518676144587)"
1289,Business,2009-02-27,LE VIKING LLC,308,MALCOLM X BLVD,10027,36061020000,-73.94523016,40.80810438,"(40.808104375862115, -73.9452301588803)"
1290,Business,2005-02-07,BRUNO IN HARLEM INC.,196,MALCOLM X BLVD,10026,36061020000,-73.94790614,40.80444141,"(40.804441408651954, -73.94790613537198)"
1291,Business,2018-07-18,PRET A MANGER USA LIMITED,2955,BROADWAY,10025,36061020500,-73.96405768,40.80780437,"(40.80780437397315, -73.964057680872)"
1292,Business,2013-03-28,2953 BROADWAY INC.,2955,BROADWAY,10025,36061020500,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
1293,Business,2015-08-03,PODO INC,350,LENOX AVE,10027,36061020800,-73.94426095,40.80943236,"(40.80943235758404, -73.94426094761548)"
1294,Business,2009-06-25,"SYLVIA WOODS, INC.",328,LENOX AVE,10027,36061020800,-73.94477087,40.80873544,"(40.808735443222886, -73.94477087182707)"
1295,Business,2015-03-09,1260 RESTAURANT CORP,1260,AMSTERDAM AVE,10027,36061021100,-73.95821116,40.81072553,"(40.81072553316013, -73.95821115572734)"
1296,Business,2006-05-18,1262 AMSTERDAM CAFE INC.,1262,AMSTERDAM AVE,10027,36061021100,-73.95817138,40.81078316,"(40.81078315790994, -73.95817138253715)"
1297,Business,2005-01-07,1274 AMSTERDAM TRATTORIA INC.,1274,AMSTERDAM AVE,10027,36061021100,-73.95792914,40.81111793,"(40.81111792590417, -73.9579291364163)"
1298,Business,2018-05-09,RDVNYC LLC,2072,FREDERICK DOUGLASS BLVD,10026,36061021600,-73.95709690000002,40.80203533,"(40.802035326202784, -73.95709689738605)"
1299,Business,2017-05-03,"RSO CAFE, LLC",2104,FREDERICK DOUGLASS BLVD,10026,36061021600,-73.95642085,40.80296279,"(40.80296279006334, -73.95642084980501)"
1300,Business,2016-06-08,LOLITA'S RESTAURANT CORP,57,LENOX AVE,10026,36061021600,-73.95115305,40.80002382,"(40.80002382068097, -73.95115305324492)"
1301,Business,2014-04-28,"THE PARK WINE BAR, LLC",2080,FREDERICK DOUGLASS BLVD,10026,36061021600,-73.95696675,40.80221094,"(40.802210940178554, -73.95696675255073)"
1302,Business,2012-03-05,SIX LOUNGE LLC,2100,FREDERICK DOUGLASS BLVD,10026,36061021600,-73.95650039,40.80285303,"(40.802853031063144, -73.95650038621442)"
1303,Business,2018-05-23,"FAT LEMONS, LLC",2124,FREDERICK DOUGLASS BLVD,10026,36061021800,-73.95598340000002,40.80355823,"(40.803558229373934, -73.95598340030973)"
1304,Business,2016-04-19,115 RESTAURANT CORP,2128,FREDERICK DOUGLASS BLVD,10026,36061021800,-73.95591833,40.80364604,"(40.80364603573091, -73.95591832502025)"
1305,Business,2013-03-08,HARLEM HOSPITALITIES LLC,2110,FREDERICK DOUGLASS BLVD,10026,36061021800,-73.95620755,40.80325091,"(40.803250905453474, -73.95620755042522)"
1306,Business,2011-04-18,SKDL CORP.,2168,FREDERICK DOUGLASS BLVD,10026,36061021800,-73.95493854,40.80499057,"(40.804990572361234, -73.95493854435489)"
1307,Business,2016-06-08,BY THE HUDSON RESTAURANT & LOUNGE LLC,712,W 125TH ST,10027,36061021900,-73.96077147,40.81839793,"(40.81839792736031, -73.96077147463014)"
1308,Business,2010-02-22,"DINOSAUR RESTAURANTS, LLC",2276,12TH AVE,10027,36061021900,-73.96085131,40.81779686,"(40.81779686098951, -73.9608513113337)"
1309,Business,2018-06-28,EL ENCANTO DE LOLA 2 LLC,175,LENOX AVE,10026,36061022000,-73.94841958,40.80376918,"(40.80376918174949, -73.9484195761134)"
1310,Business,2017-05-24,RASCAL CRAFT LLC,2224,FREDERICK DOUGLASS BLVD,10026,36061022000,-73.95359354,40.80683449,"(40.806834493800004, -73.9535935423063)"
1311,Business,2016-08-08,118 HARLEM BURGER CO LLC,2190,FREDERICK DOUGLASS BLVD,10026,36061022000,-73.95433475,40.8058165,"(40.80581649697682, -73.95433475016527)"
1312,Business,2016-06-08,175 LENOX RESTAURANT LLC,175,LENOX AVE,10026,36061022000,-73.94841958,40.80376918,"(40.80376918174949, -73.9484195761134)"
1313,Business,2015-06-18,YOU MAKE ME FEEL LLC,161,MALCOLM X BLVD,10026,36061022000,-73.94866907,40.80342895,"(40.8034289471096, -73.94866907165921)"
1314,Business,2015-05-08,ANGEL OF HARLEM LLC,2272,FREDERICK DOUGLASS BLVD,10027,36061022000,-73.95262451,40.80816529,"(40.80816529082176, -73.9526245144505)"
1315,Business,2010-03-08,GNSY LLC,2200,FREDERICK DOUGLASS BLVD,10026,36061022000,-73.95413589,40.80609089,"(40.80609089050502, -73.95413589086918)"
1316,Business,2016-06-01,OMNITY CONSULTING LLC,100,W 124TH ST,10027,36061022200,-73.94645539,40.80729251,"(40.807292513101395, -73.94645538517744)"
1317,Business,2014-08-12,2288 CUSTOM LLC.,2288,FREDERICK DOUGLASS BLVD,10027,36061022200,-73.95218338,40.8087662,"(40.80876620317562, -73.95218338051139)"
1318,Business,2014-07-07,"GJF CAFE ASSOCIATES, LLC",2280,8TH AVE,10027,36061022200,-73.95236779,40.80851651,"(40.808516509669815, -73.95236778885155)"
1319,Business,2013-04-05,OMNITY CONSULTING LLC,100,W 124TH ST,10027,36061022200,-73.94645539,40.80729251,"(40.807292513101395, -73.94645538517744)"
1320,Business,2018-06-28,"HH BOWEN, LLC",387,LENOX AVE,10027,36061022400,-73.9434291,40.81060669,"(40.81060669389826, -73.94342910153115)"
1321,Business,2018-05-02,LENOX 127 ST REST CORP,329,LENOX AVE,10027,36061022400,-73.94477807,40.80876289,"(40.80876289390928, -73.94477807374078)"
1322,Business,2016-04-07,SERF TWO INC,331,LENOX AVE,10027,36061022400,-73.94473468,40.80881777,"(40.80881776758838, -73.94473468002505)"
1323,Business,2014-07-17,JACOB SOUL FOOD RESTAURANT-373 W 129 STREET CORP.,373,LENOX AVE,10027,36061022400,-73.94378353,40.81011831,"(40.810118306581245, -73.94378353376672)"
1324,Business,2013-06-28,"AMBASSAD OF LENOX NEW YORK, INC.",339,MALCOLM X BLVD,10027,36061022400,-73.94448152,40.80916897,"(40.809168970568194, -73.94448152264299)"
1325,Business,2013-05-23,COVE LOUNGE INC.,325,MALCOLM X BLVD,10027,36061022400,-73.94485764,40.80865314,"(40.80865314304522, -73.94485763628033)"
1326,Business,2012-01-27,"SUN OF MAY, LLC",321,MALCOLM X BLVD,10027,36061022400,-73.9449372,40.80854614,"(40.80854613684695, -73.94493719628682)"
1327,Business,2018-05-23,FRIJOLITO'S RESTAURANT CORP,3446,BROADWAY,10031,36061022500,-73.952563,40.82351649,"(40.82351648636659, -73.95256300107856)"
1328,Business,2016-07-26,"1600 AMSTERDAM HARLEM GROUP, LLC",1600,AMSTERDAM AVE,10031,36061022500,-73.95047623,40.82133081,"(40.82133081398017, -73.95047622890735)"
1329,Business,2015-08-13,THE DRAFT HOUSE LLC,3473,BROADWAY,10031,36061022500,-73.95203494,40.82427381,"(40.824273809736596, -73.95203493576481)"
1330,Business,2015-07-02,"OSO HAMILTON HEIGHTS, LLC",1616,AMSTERDAM AVE,10031,36061022500,-73.95010732,40.82183568,"(40.82183568302372, -73.95010732151046)"
1331,Business,2015-02-26,CLOVE INDIAN RESTAURANT INC.,1592,AMSTERDAM AVE,10031,36061022500,-73.95055218,40.8212238,"(40.82122380257683, -73.95055218201483)"
1332,Business,2013-02-11,1600 AMSTERDAM AVENUE CORP.,1600,AMSTERDAM AVE,10031,36061022500,-73.95047623,40.82133081,"(40.82133081398017, -73.95047622890735)"
1333,Business,2010-05-17,JAN CO CENTRAL INC,3451,BROADWAY,10031,36061022500,-73.95249788,40.82363997,"(40.823639971815616, -73.95249787628636)"
1334,Business,2010-03-02,PICANTE INC.,3424,BROADWAY,10031,36061022500,-73.95306933,40.82283051,"(40.82283051428899, -73.95306932541597)"
1335,Business,2017-07-13,RENAISSANCE HARLEM CORP,2245,ADAM CLAYTON POWELL JR BLVD,10027,36061022600,-73.94502704,40.81347845,"(40.813478446305794, -73.945027043188)"
1336,Business,2010-03-02,BURKINABE ENTERTAINMENT LLC,2269,ADAM CLAYTON POWELL JR BLVD,10030,36061022600,-73.94440859,40.81431803,"(40.81431803450424, -73.94440858694863)"
1337,Business,2008-02-20,BURKINABE ENTERTAINMENT LLC,2271,7TH AVE,10030,36061022600,-73.94436879999998,40.81437291,"(40.814372909738026, -73.94436880195522)"
1338,Business,2015-05-08,HAMILTON POINT GRANARY LLC,1635,AMSTERDAM AVE,10031,36061022700,-73.94952505,40.82259297,"(40.822592971648255, -73.94952504515548)"
1339,Business,2015-04-01,ANCHOR WINEBAR LLC,3508,BROADWAY,10031,36061022900,-73.95117416,40.82542074,"(40.825420739892174, -73.9511741554799)"
1340,Business,2014-07-29,"SOLACE BAR & GRILL, INC",3496,BROADWAY,10031,36061022900,-73.95148882,40.82498995,"(40.824989952263856, -73.9514888223065)"
1341,Business,2017-04-18,PRESTO FRESH CAFE CORP.,559,LENOX AVE,10037,36061023000,-73.93925874,40.81631634,"(40.816316337939355, -73.93925874026789)"
1342,Business,2016-07-05,PEQUE VINOS & TAPAS LLC,231,W 145TH ST,10039,36061023200,-73.94015311,40.82210267,"(40.8221026734222, -73.94015311305006)"
1343,Business,2018-09-26,HAMILTON RESTAURANT GROUP INC,3620,BROADWAY,10031,36061023300,-73.9485156,40.82906457,"(40.829064565437044, -73.94851559726504)"
1344,Business,2017-01-25,SUSHI VIDA 146 LLC,3569,BROADWAY,10031,36061023300,-73.94980691,40.82732499,"(40.82732498552474, -73.94980691050269)"
1345,Business,2015-07-24,DING DYNASTY LLC,3600,BROADWAY,10031,36061023300,-73.94897137,40.82843897,"(40.82843897309511, -73.94897137150336)"
1346,Business,2014-07-17,GREENWOOD LAKE GROUP LLC,3612,BROADWAY,10031,36061023300,-73.94875796,40.82872982,"(40.82872981821377, -73.9487579560851)"
1347,Business,2012-05-11,SOUTH LAKE HOSPITALITY GROUP INC.,3612,BROADWAY,10031,36061023300,-73.94875796,40.82872982,"(40.82872981821377, -73.9487579560851)"
1348,Business,2010-03-11,TONELLI RESTAURANT LLC,3628,BROADWAY,10031,36061023300,-73.94837452,40.82925663,"(40.82925663237593, -73.94837452376649)"
1349,Business,2015-07-24,3660 BROADWAY RESTAURANT LLC,3658,BROADWAY,10031,36061023700,-73.94760403,40.830313,"(40.83031299980724, -73.94760402523791)"
1350,Business,2015-08-13,"WA-HI DINER, LLC",3915,BROADWAY,10032,36061024500,-73.94183715,40.83823971,"(40.838239708880174, -73.94183715155124)"
1351,Business,2013-04-26,164 BROAD CORP.,3910,BROADWAY,10032,36061024500,-73.94188784,40.83813544,"(40.838135435437295, -73.94188783788664)"
1352,Business,2011-04-25,ANTIKA PIZZERIA INC.,3924,BROADWAY,10032,36061024500,-73.94151153,40.83865125,"(40.838651250748434, -73.94151153454567)"
1353,Business,2014-04-23,BROADWAY & 166TH LLC,3956,BROADWAY,10032,36061025100,-73.94077338,40.83966367,"(40.83966367201664, -73.94077338355604)"
1354,Business,2008-05-12,Peter Walsh,4015,BROADWAY,10032,36061025100,-73.93954665,40.84140318,"(40.84140318124765, -73.93954664870348)"
1355,Business,2005-02-09,"BROADWAY & 166TH, L.L.C.",3956,BROADWAY,10032,36061025100,-73.94077338,40.83966367,"(40.83966367201664, -73.94077338355604)"
1356,Business,2007-04-14,SHANGRILA DELI CORP.,228,FORT WASHINGTON AVE,10032,36061025300,-73.94192335,40.84299908,"(40.84299907801124, -73.94192334545563)"
1357,Business,2013-04-08,"WILD BLUE ORCHID, INC.",2223,FREDERICK DOUGLASS BLVD,10026,36061025700,-73.95372007,40.80669731,"(40.80669730844344, -73.95372006613322)"
1358,Business,2013-03-08,"NARICHE, LLC",2211,FREDERICK DOUGLASS BLVD,10026,36061025700,-73.95382492,40.80654914,"(40.80654913537131, -73.95382492370354)"
1359,Business,2016-03-15,HUMBERTO'S RICE AND BEANS LLC,1318,SAINT NICHOLAS AVE,10033,36061026100,-73.93614496,40.84600148,"(40.84600147856916, -73.93614496347067)"
1360,Business,2014-11-25,SOUTH BEACH RESTAURANT & BAR LLC,1390,SAINT NICHOLAS AVE,10033,36061026100,-73.93444029999998,40.84833352,"(40.84833352263672, -73.9344402975367)"
1361,Business,2018-05-08,EL CONDE M&G INC,4139,BROADWAY,10033,36061026300,-73.93849423,40.84608235,"(40.84608235161046, -73.9384942281798)"
1362,Business,2014-06-09,Japp Business Inc.,4179,BROADWAY,10033,36061026300,-73.93807729,40.84746272,"(40.847462715839086, -73.93807729034481)"
1363,Business,2014-05-08,Malecon Restaurant Corp.,4141,BROADWAY,10033,36061026300,-73.93842897,40.84630189,"(40.84630189332363, -73.93842896626167)"
1364,Business,2014-04-22,KIARA FOODS INC,4165,BROADWAY,10033,36061026300,-73.93818244,40.84711145,"(40.84711144985251, -73.93818243577172)"
1365,Business,2012-12-05,"EL CONDE NUEVO BAR & RESTAURANT, CORP.",4139,BROADWAY,10033,36061026300,-73.93849423,40.84608235,"(40.84608235161046, -73.9384942281798)"
1366,Business,2017-07-13,HUDSON HEIGHTS BAR & GRILL CORP,701,W 180TH ST,10033,36061026500,-73.93673428,40.84961933,"(40.849619325642685, -73.93673427905506)"
1367,Business,2016-08-08,THE ELEMENT RESTAURANT GROUP INC,854,W 181ST ST,10033,36061026500,-73.93980514,40.85130073,"(40.85130072809371, -73.93980513770065)"
1368,Business,2013-05-21,FLORIDITA BROADWAY BAKERY CORP.,4187,BROADWAY,10033,36061026500,-73.9378889,40.8479347,"(40.84793470397294, -73.937888898345)"
1369,Business,2017-08-03,CARNIVAL LATIN BISTRO CORP.,4325,BROADWAY,10033,36061027100,-73.93462790000002,40.85237109,"(40.85237108974576, -73.93462789776359)"
1370,Business,2017-02-23,TAMPOPO LLC,1,BENNETT AVE,10033,36061027100,-73.93650912,40.85072806,"(40.850728062663016, -73.93650911771923)"
1371,Business,2016-08-12,"LA FIESTA 95, INC.",711,W 181ST ST,10033,36061027100,-73.93628177,40.85034093,"(40.85034093396441, -73.93628176717353)"
1372,Business,2016-08-12,CARNIVAL LATIN BISTRO CORP.,4325,BROADWAY,10033,36061027100,-73.93462790000002,40.85237109,"(40.85237108974576, -73.93462789776359)"
1373,Business,2015-08-13,KISMAT INDIAN RESTAURANT INC,603,FORT WASHINGTON AVE,10040,36061027300,-73.93685184,40.85524054,"(40.85524054318141, -73.93685183770653)"
1374,Business,2011-04-13,187 RESTAURANT CORP.,591,FORT WASHINGTON AVE,10033,36061027300,-73.93702586,40.85469993,"(40.8546999319218, -73.93702586335557)"
1375,Business,2018-06-06,SILVIA L. DURAN,1555,SAINT NICHOLAS AVE,10040,36061027900,-73.93068668,40.85349961,"(40.85349960696376, -73.93068668271616)"
1376,Business,2017-05-10,RUE LA RUE INC,4396,BROADWAY,10040,36061027900,-73.93351223,40.85470345,"(40.85470344988654, -73.93351223419955)"
1377,Business,2015-08-13,SILVIA L. DURAN,1555,SAINT NICHOLAS AVE,10040,36061027900,-73.93068668,40.85349961,"(40.85349960696376, -73.93068668271616)"
1378,Business,2018-07-02,SUGARY GODDESS CORP.,4486-4488,BROADWAY,10040,36061028300,-73.93219718,40.85751875,"(40.85751874877571, -73.93219717678866)"
1379,Business,2017-05-24,"WFRB, INC",141,NAGLE AVE,10040,36061028300,-73.92627554,40.86103108,"(40.86103107825989, -73.92627553723854)"
1380,Business,2013-07-29,INTERNATIONAL DRINK GROUP INC.,4476,BROADWAY,10040,36061028300,-73.93232757,40.85727455,"(40.85727454690552, -73.9323275650656)"
1381,Business,2014-07-31,"J & H RESTAURANT ASSOCIATES, INC",65,SHERMAN AVE,10040,36061028500,-73.9267828,40.86328205,"(40.863282054634674, -73.92678280024691)"
1382,Business,2018-11-14,BURGOS RESTAURANT CORP,206,DYCKMAN ST,10040,36061028700,-73.92692915,40.86499209,"(40.86499209441796, -73.92692914894229)"
1383,Business,2017-09-06,FRANCISCO & FRANCISCO INC,200,DYCKMAN ST,10040,36061028700,-73.92686419,40.86488501,"(40.864885010046, -73.92686418949384)"
1384,Business,2015-04-30,151 DYCKMAN CORP.,151,DYCKMAN ST,10040,36061029100,-73.92578863,40.86324299,"(40.86324299371245, -73.92578863414182)"
1385,Business,2008-04-16,RESTAURANT 101 INC.,101B,DYCKMAN ST,10040,36061029100,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
1386,Business,2017-04-18,"ANCHOR HEIGHTS, LLC",575,W 207TH ST,10034,36061029300,-73.92048100000002,40.86657427,"(40.86657426601968, -73.92048099700563)"
1387,Business,2017-02-23,4946 BROADWAY RESTAURANT LLC,4946,BROADWAY,10034,36061029300,-73.92068919,40.86783423,"(40.86783422519207, -73.9206891925657)"
1388,Business,2018-04-18,IL POSTO TRATTORIA RUSTICA CORP,227,DYCKMAN ST,10034,36061029500,-73.92689224,40.86567825,"(40.86567824545483, -73.9268922406144)"
1389,Business,2017-08-23,KON'TO EURO CARIBBEAN CUISINE CORP,261-267,DYCKMAN ST,10034,36061029500,-73.9285146,40.86657952,"(40.866579522650774, -73.9285146035255)"
1390,Business,2016-12-16,"VIDA ENTERPRISES, INC.",251,DYCKMAN ST,10034,36061029500,-73.92833399,40.86643394,"(40.86643394166972, -73.92833398605853)"
1391,Business,2016-07-26,MAJA'S TAPAS RESTAURANT BAR INC.,229,DYCKMAN ST,10034,36061029500,-73.92765489,40.8658736,"(40.86587359965432, -73.92765488555312)"
1392,Business,2015-04-23,JACH RESTAURANT CORP,219,DYCKMAN ST,10034,36061029500,-73.92738037,40.86564013,"(40.86564012792797, -73.92738036639876)"
1393,Business,2014-07-31,CORCHO CORP.,227,DYCKMAN ST,10034,36061029500,-73.92765489,40.8658736,"(40.86587359965432, -73.92765488555312)"
1394,Business,2014-07-29,IL POSTO TRATTORIA RUSTICA CORP,227,DYCKMAN ST,10034,36061029500,-73.92765489,40.8658736,"(40.86587359965432, -73.92765488555312)"
1395,Business,2014-06-03,VIDA ENTERPRISE INC.,251,DYCKMAN ST,10034,36061029500,-73.92833037,40.86643394,"(40.866433939424155, -73.92833037058168)"
1396,Business,2014-06-03,STARBUCKS CORPORATION,4761,BROADWAY,10034,36061029500,-73.92689224,40.86567825,"(40.86567824545483, -73.9268922406144)"
1397,Business,2010-04-28,VIDA MEXICANA INC.,223,DYCKMAN ST,10034,36061029500,-73.92748873,40.86573352,"(40.865733515789245, -73.92748872765371)"
1398,Business,2008-09-05,SUSHI VIDA INC.,237,DYCKMAN ST,10034,36061029500,-73.92787523,40.86606038,"(40.86606037701009, -73.9278752253558)"
1399,Business,2006-04-25,"SOL'S RESTAURANT, INC.",233,DYCKMAN ST,10034,36061029500,-73.92776686,40.86596699,"(40.86596698951721, -73.92776686302547)"
1400,Business,2005-09-01,VIDA CAFE INC,247,DYCKMAN ST,10034,36061029500,-73.92825812,40.86637626,"(40.86637625588829, -73.92825812322728)"
1401,Business,2015-06-04,"FLK, INC",431,W 202ND ST,10034,36061029900,-73.92004683,40.86081833,"(40.86081833292593, -73.92004682800392)"
1402,Business,2017-08-14,PIRATA TAPAS INC,3950,10TH AVE,10034,36061030300,-73.91698414,40.86712349,"(40.86712348733807, -73.91698413521577)"
1403,Business,2017-06-30,GUACAMOLE CORP.,5025,BROADWAY,10034,36061030300,-73.91661612,40.86939583,"(40.86939583069894, -73.91661611865678)"
1404,Business,2016-10-14,ESKINA 214 CORP.,501,W 214TH ST,10034,36061030300,-73.91583208,40.86895885,"(40.86895885480603, -73.91583207771643)"
1405,Business,2014-10-16,"LA ESTUFA, INC.",5025,BROADWAY,10034,36061030300,-73.91657993,40.86941776,"(40.86941776211421, -73.91657993473648)"
1406,Business,2014-05-08,"CAFE MATHIAS, INC.",4996,BROADWAY,10034,36061030300,-73.91824099,40.86821952,"(40.86821951872901, -73.91824098763226)"
1407,Business,2012-02-03,207 WEST RESTAURANT CORP.,4959,BROADWAY,10034,36061030300,-73.92031664,40.86796022,"(40.86796022456882, -73.92031663934884)"
1408,Business,2017-12-11,BROWN SUGAR BAR AND RESTAURANT INC,5060,BROADWAY,10034,36061030700,-73.91575493,40.86992493,"(40.86992493148226, -73.91575492583648)"
1409,Business,2015-07-10,BROWN SUGAR BAR AND RESTAURANT INC,5060,BROADWAY,10034,36061030700,-73.91576215,40.86992768,"(40.869927681454534, -73.91576215369184)"
1410,Business,2018-08-22,"KOSSARS & BEYOND, LLC",367,GRAND ST,10002,36061140100,-73.98881361,40.71658517,"(40.71658517078274, -73.98881360940005)"
1411,Business,2017-03-27,PARIS CAFE LLC,119,SOUTH ST,10038,36061150100,-74.00194408,40.70693786,"(40.7069378589637, -74.00194407994752)"
1412,Business,2015-05-19,SLAMMERS INC,24,PECK SLIP,10038,36061150100,-74.00173131,40.70808792,"(40.70808791833409, -74.00173130700244)"
1413,Business,2015-01-28,HEDGIE LLC,22,PECK SLIP,10038,36061150100,-74.00178902,40.70814556,"(40.70814555748393, -74.0017890187828)"
1414,Business,2014-08-04,PC RESTAURANT CORP.,119,SOUTH ST,10038,36061150100,-74.00191162,40.70695433,"(40.70695432809053, -74.00191161897355)"
1415,Business,2013-10-11,"T BONE, INC.",261,WATER ST,10038,36061150100,-74.00153294,40.70844474,"(40.70844474038736, -74.00153293628073)"
1416,Business,2012-01-09,IDG SEAPORT CORP.,21,PECK SLIP,10038,36061150100,-74.0018287,40.70821418,"(40.708214175945955, -74.00182869648502)"
1417,Business,2010-06-02,MARKJOSEPH STEAKHOUSE CORP,261,WATER ST,10038,36061150100,-74.00153294,40.70844474,"(40.70844474038736, -74.00153293628073)"
1418,Business,2007-07-10,"GOAT FIFTY, LLC",36,PECK SLIP,10038,36061150100,-74.00140668,40.70776953,"(40.70776953019157, -74.0014066802207)"
1419,Business,2006-05-09,MANHATTAN ISLAND GROUP LLC,146,BEEKMAN ST,10038,36061150100,-74.00257528,40.70702568,"(40.707025679016056, -74.00257527812855)"
1420,Business,2017-10-18,MAIDENEIRE LLC,11,MAIDEN LN,10038,36061150200,-74.00948633,40.70956697,"(40.70956696783628, -74.00948633011924)"
1421,Business,2017-04-18,"BECAF, LLC",33,AVENUE B,10009,36061220200,-73.98306559,40.72251864,"(40.722518638457046, -73.98306559413822)"
1422,Business,2017-01-25,CAFE CORTADITO LLC,210,E 3RD ST,10009,36061220200,-73.98262546,40.72251857,"(40.722518572880126, -73.98262545833472)"
1423,Business,2012-04-06,A.O. CAFE AND RESTAURANT LLC,17,AVENUE B,10009,36061220200,-73.98336152,40.72211246,"(40.722112457372276, -73.98336152453862)"
1424,Business,2011-01-26,CAFE CORTADITO LLC,210,E 3RD ST,10009,36061220200,-73.98262546,40.72251857,"(40.722518572880126, -73.98262545833472)"
1425,Business,2009-04-07,BECAF LLC,33,AVENUE B,10009,36061220200,-73.98306559,40.72251864,"(40.722518638457046, -73.98306559413822)"
1426,Business,2018-04-02,MOS EISLEY LLC,127,AVENUE C,10009,36061260200,-73.97836046,40.72478502,"(40.72478502026527, -73.97836045568107)"
1427,Business,2017-05-10,EL SAYED 1 CORP,93,AVENUE B,10009,36061260200,-73.98156423,40.72457698,"(40.72457697624621, -73.98156423375094)"
1428,Business,2011-02-23,"PASTA BAR, INC.",127,AVENUE C,10009,36061260200,-73.97836046,40.72478502,"(40.72478502026527, -73.97836045568107)"
1429,Business,2007-11-21,EL SAYED 1 CORP.,93,AVENUE B,10009,36061260200,-73.98156423,40.72457698,"(40.72457697624621, -73.98156423375094)"
1430,Business,2006-11-13,ZUMSCHNEIDER CORP.,107,AVENUE C,10009,36061260200,-73.97880079999999,40.72417851,"(40.724178510765626, -73.97880079940656)"
1431,Business,2017-04-18,SAUCE MANAGEMENT LLC,78,RIVINGTON ST,10002,36061300100,-73.98937936,40.72038946,"(40.72038946130259, -73.9893793570614)"
1432,Business,2016-11-23,SERAFINA LUDLOW CORP,98,RIVINGTON ST,10002,36061300100,-73.98846309,40.72011764,"(40.720117641987414, -73.98846308505155)"
